id,text,language,intent,product,quantity,city,budget,urgency,priority_score,priority_label,split,template_id,source
LL01279,"मी लगेज रॅक चे पैसे दिले, पण काम अजून अपूर्ण आहे. कृपया कॉल करा.",mr,complaint,लगेज रॅक,,,,0,25,Low,test,mr-complaint-1,synthetic_template
LL01316,स्लीपर बर्थ एका आठवड्यातच बंद पडले. मला रिफंड हवा आहे.,mr,complaint,स्लीपर बर्थ,,,,0,25,Low,train,mr-complaint-3,synthetic_template
LL00797,"हेलो सर, क्या आप वसई में लगेज रैक का काम करते हैं? रेट बताइए।",hi,price_query,लगेज रैक,,वसई,,0,40,Medium,train,hi-price_query-5,synthetic_template
LL01420,"नमस्कार, तुमच्या बस व्यवसायासाठी 1 लाखांपर्यंत कर्ज मिळवा, कागदपत्रे नाहीत. आत्ताच क्लिक करा!",mr,spam,,,,,0,0,Ignore,train,mr-spam-7,synthetic_template
LL00294,"boost your instagrram followers by 10k. chaep rates, dm now.",en,spam,,,,,0,0,Ignore,train,en-spam-2,synthetic_template
LL01027,क्रिप्टो में निवेश करें और 3 दिन में पैसा डबल करें।,hi,spam,,,,,0,0,Ignore,val,hi-spam-4,synthetic_template
LL01028,क्रिप्टो में निवेश करें और 5 दिन में पैसा डबल करें।,hi,spam,,,,,0,0,Ignore,val,hi-spam-4,synthetic_template
LL01121,"हॅलो सर, 45 नग साठी बॉडी पेंट ची किंमत सांगा. लवकर हवे आहे. धन्यवाद",mr,price_query,बॉडी पेंट,45 नग,,,1,65,Medium,val,mr-price_query-3,synthetic_template
LL01157,तुम्ही मुंबई मध्ये फ्लोअरिंग चे काम करता का? दर सांगा,mr,price_query,फ्लोअरिंग,,मुंबई,,0,40,Medium,train,mr-price_query-5,synthetic_template
LL01728,abhinandan! tumhi free iphone jinkla aahe. aatach claim kara dhanyavad,mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-1,synthetic_template
LL01164,सीट कव्हर ची प्राईस लिस्ट पाठवा कृपया कॉल करा,mr,price_query,सीट कव्हर,,,,0,35,Low,train,mr-price_query-6,synthetic_template
LL00052,Price list for bus AC please Please reply asap. Thank you,en,price_query,bus AC,,,,1,50,Medium,train,en-price_query-5,synthetic_template
LL00263,"hello sir, warranty claim for exterior paint. it broke after one month.",en,complaint,exterior paint,,,,0,25,Low,train,en-complaint-6,synthetic_template
LL00995,10 लाख तक का पर्सनल लोन 30 मिनट में पाएं। अभी क्लिक करें,hi,spam,,,,,0,0,Ignore,train,hi-spam-0,synthetic_template
LL00574,"body paint ki finishing bahut kharab hai, turant theek karo",hinglish,complaint,body paint,,,,0,25,Low,train,hinglish-complaint-2,synthetic_template
LL00030,"Hey, How much would reclining seats cost for 4 seats in Mumbai? Please reply asap.",en,price_query,reclining seats,4 seats,Mumbai,,1,70,High,train,en-price_query-2,synthetic_template
LL00694,"bus business ke liye 2 lakh tak loan pao, koi documents nahi. abhi click karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-7,synthetic_template
LL01363,अभिनंदन! तुम्ही फ्री iPhone जिंकला आहे. आत्ताच क्लेम करा. कृपया कॉल करा.,mr,spam,,,,,0,0,Ignore,test,mr-spam-1,synthetic_template
LL00703,"apne travel business ke liye guaranteed leads pao. limited offer, aaj hi contacct karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-8,synthetic_template
LL00812,"हेलो सर, हमें 40 सीट के लिए बस रैप चाहिए। थोक में क्या रेट मिलेगा? धन्यवाद।",hi,bulk_order,बस रैप,40 सीट,,,0,70,High,val,hi-bulk_order-0,synthetic_template
LL00378,namaste Pune me vinyl branding lagwane ka kitna khaarcha aayega,hinglish,price_query,vinyl branding,,Pune,,0,40,Medium,train,hinglish-price_query-1,synthetic_template
LL00653,"instagram followers 50k badhao, sasta rate. DM karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-2,synthetic_template
LL00835,"मेरी ट्रैवल कंपनी अहमदाबाद में है, 40 सेट में बॉडी पेंट लगवाना है। कितना डिस्काउंट मिलेगा?",hi,bulk_order,बॉडी पेंट,40 सेट,अहमदाबाद,,0,75,High,train,hi-bulk_order-1,synthetic_template
LL00807,LED लाइट का प्राइस लिस्ट भेज दीजिए,hi,price_query,LED लाइट,,,,0,35,Low,test,hi-price_query-6,synthetic_template
LL01380,घरबसल्या रोज 5000 कमवा. WhatsApp करा.,mr,spam,,,,,0,0,Ignore,train,mr-spam-3,synthetic_template
LL01467,please CCTV camera che quotation pathva. budget Rs 75000 aahe,mr_roman,price_query,CCTV camera,,,Rs 75000,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL01735,"instagram followers 50k vadhva, swasta dar. dm kara",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-2,synthetic_template
LL01217,"आमच्याकडे 50 बस आहेत, सर्वांमध्ये फ्लोअरिंग बसवायचे आहे. कृपया कॉल करा. कृपया कॉल करा.",mr,bulk_order,फ्लोअरिंग,50 बस,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL01581,"amchyakade 300 sets aahet, sarvamadhe music system basvaycha aahe. please call kara",mr_roman,bulk_order,music system,300 sets,,,0,70,High,train,mr_roman-bulk_order-3,synthetic_template
LL01430,"हॅलो सर, तुमच्या ट्रॅव्हल व्यवसायासाठी हमखास लीड्स मिळवा. मर्यादित ऑफर, आजच संपर्क साधा",mr,spam,,,,,0,0,Ignore,val,mr-spam-8,synthetic_template
LL01696,"warranty madhe pushback seats badlun hava aahe, ek mahinyat tutle",mr_roman,complaint,pushback seats,,,,0,25,Low,val,mr_roman-complaint-5,synthetic_template
LL00839,"मेरी ट्रैवल कंपनी ठाणे में है, 10 बसों में बस सीट लगवाना है। कितना डिस्काउंट मिलेगा",hi,bulk_order,बस सीट,10 बसों,ठाणे,,0,75,High,train,hi-bulk_order-1,synthetic_template
LL01097,रत्नागिरी मध्ये पडदे बसवायला किती खर्च येईल? खूप अर्जंट आहे.,mr,price_query,पडदे,,रत्नागिरी,,1,55,Medium,train,mr-price_query-1,synthetic_template
LL00709,"apne travel business ke liye guaranteed leads pao. limited offer, aaj hi contact karo dhanyavad",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-8,synthetic_template
LL00808,"नमस्ते, LED लाइट का प्राइस लिस्ट भेज दीजिए",hi,price_query,LED लाइट,,,,0,35,Low,test,hi-price_query-6,synthetic_template
LL00338,buy 1 get 1 free on all sarees. visit our store today,en,spam,,,,,0,0,Ignore,test,en-spam-8,synthetic_template
LL00147,Our fleet of 50 buses needs LED lights. Can we schedule a visit to Nashik? Required by next week.,en,bulk_order,LED lights,50 buses,Nashik,,1,90,High,train,en-bulk_order-4,synthetic_template
LL00871,"जलगांव डिलीवरी के लिए 5 बस में पर्दे चाहिए, 3 हफ्ते में।",hi,bulk_order,पर्दे,5 बस,जलगांव,,0,75,High,train,hi-bulk_order-4,synthetic_template
LL01686,"namaskar, ahmedabad madhe majhya bus chi delivery 10 divas ushira zali ani koni phone uchalat nahi call kara",mr_roman,complaint,,,ahmedabad,,0,25,Low,train,mr_roman-complaint-4,synthetic_template
LL00168,"Ordering bus wrap for 15 buses in Goa, please confirm the wholesale rate. Please reply asap.",en,bulk_order,bus wrap,15 buses,Goa,,1,90,High,train,en-bulk_order-6,synthetic_template
LL00849,"300 पीस का बल्क ऑर्डर देना है, बॉडी पेंट चाहिए। बजट 8 लाख। बहुत ज़रूरी है।",hi,bulk_order,बॉडी पेंट,300 पीस,,8 लाख,1,95,High,train,hi-bulk_order-2,synthetic_template
LL00590,pushback seats ek hafte me hi band ho gaya. mujhe refund chahiye,hinglish,complaint,pushback seats,,,,0,25,Low,val,hinglish-complaint-3,synthetic_template
LL00119,Looking to refurbish 10 buses with vinyl branding. Budget Rs 15 lakh. When can you start?,en,bulk_order,vinyl branding,10 buses,,Rs 15 lakh,0,80,High,train,en-bulk_order-2,synthetic_template
LL01461,Goa madhe body paint basvayla kiti kharch yeil?,mr_roman,price_query,body paint,,Goa,,0,40,Medium,val,mr_roman-price_query-1,synthetic_template
LL01120,"हॅलो सर, 3 बसेस साठी स्लीपर बर्थ ची किंमत सांगा",mr,price_query,स्लीपर बर्थ,3 बसेस,,,0,50,Medium,val,mr-price_query-3,synthetic_template
LL01787,"hello sir, tumchya travel vyavsayasathi guaranteed leads mila. limited offer, aajach contact kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-8,synthetic_template
LL00447,sir bus wrap kitne ka padega 1 bus me dhanyavad,hinglish,price_query,bus wrap,1 bus,,,0,50,Medium,test,hinglish-price_query-7,synthetic_template
LL00061,"Rate for bus AC, my budget is ₹1 lakh",en,price_query,bus AC,,,₹1 lakh,0,45,Medium,val,en-price_query-6,synthetic_template
LL01188,"हॅलो सर, माझी ट्रॅव्हल कंपनी अहमदाबाद मध्ये आहे, 50 बसेस मध्ये म्युझिक सिस्टीम बसवायचे आहे. किती सूट मिळेल? पुढच्या आठवड्यापर्यंत हवे.",mr,bulk_order,म्युझिक सिस्टीम,50 बसेस,अहमदाबाद,,1,90,High,train,mr-bulk_order-1,synthetic_template
LL00823,"नमस्ते, हमें 12 बसों के लिए रूफ टॉप AC चाहिए। थोक में क्या रेट मिलेगा? आज ही बात करनी है। कृपया कॉल करें।",hi,bulk_order,रूफ टॉप AC,12 बसों,,,1,85,High,val,hi-bulk_order-0,synthetic_template
LL00552,sir jo music system aapne lagaya tha wo kharab ho gaya. ye theek nahi hai,hinglish,complaint,music system,,,,0,25,Low,train,hinglish-complaint-0,synthetic_template
LL01628,tumhi basvlele luggage rack kharab zale aahe. he barobar nahi,mr_roman,complaint,luggage rack,,,,0,25,Low,train,mr_roman-complaint-0,synthetic_template
LL01364,अभिनंदन! तुम्ही फ्री iPhone जिंकला आहे. आत्ताच क्लेम करा. धन्यवाद,mr,spam,,,,,0,0,Ignore,test,mr-spam-1,synthetic_template
LL01799,"hello sir, free credit card offer, annual fee nahi. aatach apply kara thanks",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-9,synthetic_template
LL01293,"CCTV कॅमेरा चे फिनिशिंग खूप वाईट आहे, ताबडतोब दुरुस्त करा.",mr,complaint,CCTV कॅमेरा,,,,0,25,Low,train,mr-complaint-2,synthetic_template
LL00606,hyderabad me meri bus ki delivery 10 din late hui aur koi phone nahi utha raha,hinglish,complaint,,,hyderabad,,0,25,Low,train,hinglish-complaint-4,synthetic_template
LL00544,jo seat cover aapne lagaya tha wo kharab ho gaya. ye theek nahi hai,hinglish,complaint,seat cover,,,,0,25,Low,train,hinglish-complaint-0,synthetic_template
LL00993,10 लाख तक का पर्सनल लोन 15 मिनट में पाएं। अभी क्लिक करें! कृपया कॉल करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-0,synthetic_template
LL01424,"तुमच्या ट्रॅव्हल व्यवसायासाठी हमखास लीड्स मिळवा. मर्यादित ऑफर, आजच संपर्क साधा",mr,spam,,,,,0,0,Ignore,val,mr-spam-8,synthetic_template
LL00154,"Hi, Need ceiling panels for 200 sets, total budget ₹50 lakh. Please call me. Need it urgently",en,bulk_order,ceiling panels,200 sets,,₹50 lakh,1,95,High,train,en-bulk_order-5,synthetic_template
LL00150,"need anti-skid flooring for 50 buses, total budget rs 15 lakh. please call me. required by next week.",en,bulk_order,anti-skid flooring,50 buses,,rs 15 lakh,1,95,High,train,en-bulk_order-5,synthetic_template
LL00633,5 lakh tak personal loan pao 30 minute me. abhi click karo!,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-0,synthetic_template
LL00712,"free credit card offer, koi annual fee nahi. abhi apply karo",hinglish,spam,,,,,0,0,Ignore,test,hinglish-spam-9,synthetic_template
LL00956,"नमस्ते, बस रैप एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए।",hi,complaint,बस रैप,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL01555,"majhi travels company Thane madhe aahe, 40 sets madhe music system basvaycha aahe. kiti sut milel? call kara",mr_roman,bulk_order,music system,40 sets,Thane,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL01103,"नमस्कार, पनवेल मध्ये LED लाईट बसवायला किती खर्च येईल?",mr,price_query,LED लाईट,,पनवेल,,0,40,Medium,train,mr-price_query-1,synthetic_template
LL00618,"warranty me vinyl branding change karwana hai, ek mahine me toot gaya",hinglish,complaint,vinyl branding,,,,0,25,Low,test,hinglish-complaint-5,synthetic_template
LL00723,सीलिंग पैनल का रेट क्या है? आज ही बात करनी है। कृपया कॉल करें।,hi,price_query,सीलिंग पैनल,,,,1,50,Medium,train,hi-price_query-0,synthetic_template
LL00494,"bulk oredr dena hai 5 bus ka, sleeper berth chahiye. bdget 50l call karna",hinglish,bulk_order,sleeper berth,5 bus,,50l,0,80,High,train,hinglish-bulk_order-2,synthetic_template
LL01003,बधाई हो! आपने फ्री iPhone जीता है। अभी क्लेम करें। कृपया कॉल करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-1,synthetic_template
LL01624,"namaskar, tumhi basvlele bus seats kharab zale aahe. he barobar nahi",mr_roman,complaint,bus seats,,,,0,25,Low,train,mr_roman-complaint-0,synthetic_template
LL00965,"हेलो सर, हैदराबाद में मेरी बस की डिलीवरी 10 दिन लेट हुई और कोई फोन नहीं उठा रहा।",hi,complaint,,,हैदराबाद,,0,25,Low,train,hi-complaint-4,synthetic_template
LL00283,Congratulations! You have won a free iPhone. Claaim your prize. Please call me.,en,spam,,,,,0,0,Ignore,test,en-spam-1,synthetic_template
LL00160,"Good morning, Ordering interior LED lighting for 50 buses in Goa, please confirm the wholesale rate. Please reply asap.",en,bulk_order,interior LED lighting,50 buses,Goa,,1,90,High,train,en-bulk_order-6,synthetic_template
LL00356,"Grow your travel business with guarantede leads. Limited offer, contact us today",en,spam,,,,,0,0,Ignore,train,en-spam-10,synthetic_template
LL01755,crypto madhe invest kara ani 10 divsat paise dupple kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-4,synthetic_template
LL01111,कृपया सीट कव्हर चे कोटेशन पाठवा. बजेट 1.5 लाख आहे.,mr,price_query,सीट कव्हर,,,1.5 लाख,0,45,Medium,test,mr-price_query-2,synthetic_template
LL00708,"hi apne travel business ke liye guaranteed leads pao. limited offer, aaj hi contact karo call karna",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-8,synthetic_template
LL00821,हमें 100 पीस के लिए पर्दे चाहिए। थोक में क्या रेट मिलेगा?,hi,bulk_order,पर्दे,100 पीस,,,0,70,High,val,hi-bulk_order-0,synthetic_template
LL01469,please pushback seats che quotation pathva. budget rs 1.5 lakh aahe,mr_roman,price_query,pushback seats,,,rs 1.5 lakh,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL01338,"नमस्कार, वॉरंटीमध्ये म्युझिक सिस्टीम बदलून हवे आहे, एका महिन्यात तुटले.",mr,complaint,म्युझिक सिस्टीम,,,,0,25,Low,val,mr-complaint-5,synthetic_template
LL00252,The sleeper berths does not macth what was promised. Need someone to inspect it.,en,complaint,sleeper berths,,,,0,25,Low,val,en-complaint-5,synthetic_template
LL00908,"नमस्ते, आपने जो LED लाइट लगाया था वो खराब हो गया है। यह ठीक नहीं है। बहुत ज़रूरी है। धन्यवाद।",hi,complaint,LED लाइट,,,,1,40,Medium,train,hi-complaint-0,synthetic_template
LL00916,"मैंने सीलिंग पैनल के पैसे दे दिए, लेकिन काम अभी तक अधूरा है।",hi,complaint,सीलिंग पैनल,,,,0,25,Low,val,hi-complaint-1,synthetic_template
LL01695,jalgaon madhe majhya bus chi delivery 10 divas ushira zali ani koni phone uchalat nahi,mr_roman,complaint,,,jalgaon,,0,25,Low,train,mr_roman-complaint-4,synthetic_template
LL01494,"mala bus wrap chi kimmat janun ghyaychi aahe, budget saadharan 50 hajar",mr_roman,price_query,bus wrap,,,50 hajar,0,45,Medium,train,mr_roman-price_query-4,synthetic_template
LL00938,"नमस्ते, सीट कवर की फिनिशिंग बहुत खराब है, तुरंत ठीक करवाइए। जल्दी चाहिए।",hi,complaint,सीट कवर,,,,1,40,Medium,test,hi-complaint-2,synthetic_template
LL01223,"आमच्याकडे 40 बसेस आहेत, सर्वांमध्ये सीट कव्हर बसवायचे आहे. कृपया कॉल करा.",mr,bulk_order,सीट कव्हर,40 बसेस,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL01063,"अपने ट्रैवल बिज़नेस के लिए गारंटीड लीड्स पाएं। सीमित ऑफर, आज ही संपर्क करें।",hi,spam,,,,,0,0,Ignore,val,hi-spam-8,synthetic_template
LL01618,"10 bus sathi music system cha ghau dar sanga, ekun budget 8 lakh rupaye aahe lavkar have aahe",mr_roman,bulk_order,music system,10 bus,,8 lakh rupaye,1,95,High,train,mr_roman-bulk_order-5,synthetic_template
LL00401,1 bus ke liye CCTV camera ki priec batao,hinglish,price_query,CCTV camera,1 bus,,,0,50,Medium,train,hinglish-price_query-3,synthetic_template
LL00064,"rate for reclining seats, my buget is 75k",en,price_query,reclining seats,,,75k,0,45,Medium,val,en-price_query-6,synthetic_template
LL00035,"hello sir, please send a quotation for led lights. budget is around rs 1.5 lakh. need it urgently",en,price_query,led lights,,,rs 1.5 lakh,1,60,Medium,test,en-price_query-3,synthetic_template
LL01744,gharbaalya roj 2000 kamva. WhasApp kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-3,synthetic_template
LL01532,amhla 10 buses sati bus wrap have aahe. ghau dar kay asel?,mr_roman,bulk_order,bus wrap,10 buses,,,0,70,High,train,mr_roman-bulk_order-0,synthetic_template
LL01224,"आमच्याकडे 40 सीट आहेत, सर्वांमध्ये LED लाईट बसवायचे आहे. कृपया कॉल करा. धन्यवाद",mr,bulk_order,LED लाईट,40 सीट,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL01458,Ahmedabad madhe roof top AC basvayla kiti kharch yeil? dhanyavad,mr_roman,price_query,roof top AC,,Ahmedabad,,0,40,Medium,val,mr_roman-price_query-1,synthetic_template
LL01399,"नमस्कार, गुगलवर पहिल्या पानाची हमी असलेली SEO सेवा मिळवा. धन्यवाद.",mr,spam,,,,,0,0,Ignore,test,mr-spam-5,synthetic_template
LL00472,"meri travesl company Aurangabad me hai, 30 buses me flooring lagwaan hai. kitna discount milega? aaj hi baat karni hai",hinglish,bulk_order,flooring,30 buses,Aurangabad,,1,90,High,test,hinglish-bulk_order-1,synthetic_template
LL01078,"हेलो सर, फ्री क्रेडिट कार्ड ऑफर, कोई वार्षिक शुल्क नहीं। अभी अप्लाई करें। धन्यवाद।",hi,spam,,,,,0,0,Ignore,train,hi-spam-9,synthetic_template
LL01650,mi pushback seats che paise dile pan kaam ajun appurna aahe lavkar have aahe,mr_roman,complaint,pushback seats,,,,1,40,Medium,train,mr_roman-complaint-1,synthetic_template
LL00882,"बेलगाम डिलीवरी के लिए 40 बसों में पर्दे चाहिए, 3 हफ्ते में। धन्यवाद।",hi,bulk_order,पर्दे,40 बसों,बेलगाम,,0,75,High,train,hi-bulk_order-4,synthetic_template
LL00586,hello sir body paint ek hafte me hi band ho gaya. mujhe refund chahiye,hinglish,complaint,body paint,,,,0,25,Low,val,hinglish-complaint-3,synthetic_template
LL01193,"माझी ट्रॅव्हल कंपनी सोलापूर मध्ये आहे, 12 बसेस मध्ये बस रॅप बसवायचे आहे. किती सूट मिळेल? पुढच्या आठवड्यापर्यंत हवे.",mr,bulk_order,बस रॅप,12 बसेस,सोलापूर,,1,90,High,train,mr-bulk_order-1,synthetic_template
LL00888,"8 बस के लिए बस सीट का थोक रेट बताइए, कुल बजट 50 लाख है।",hi,bulk_order,बस सीट,8 बस,,50 लाख,0,80,High,train,hi-bulk_order-5,synthetic_template
LL00400,2 sets ke liye bus wrap ki price batao,hinglish,price_query,bus wrap,2 sets,,,0,50,Medium,train,hinglish-price_query-3,synthetic_template
LL00438,bhai seat cover ki price list bhejo aaj hi baat karni hai,hinglish,price_query,seat cover,,,,1,50,Medium,train,hinglish-price_query-6,synthetic_template
LL01507,"hello sir, tumhi Goa madhe pushback seats che kaam karta ka? dar sanga lavkar have aahe",mr_roman,price_query,pushback seats,,Goa,,1,55,Medium,train,mr_roman-price_query-5,synthetic_template
LL01310,बॉडी पेंट एका आठवड्यातच बंद पडले. मला रिफंड हवा आहे,mr,complaint,बॉडी पेंट,,,,0,25,Low,train,mr-complaint-3,synthetic_template
LL01058,"अपने बस बिज़नेस के लिए 10 लाख तक का लोन पाएं, कोई डॉक्यूमेंट नहीं। अभी क्लिक करें",hi,spam,,,,,0,0,Ignore,test,hi-spam-7,synthetic_template
LL00936,"नमस्ते, LED लाइट की फिनिशिंग बहुत खराब है, तुरंत ठीक करवाइए।",hi,complaint,LED लाइट,,,,0,25,Low,test,hi-complaint-2,synthetic_template
LL01562,"namaskar, bulk order dyaycha aahe 80 nag cha, padde have. budget rs 25 lakh lavkar have aahe thanks",mr_roman,bulk_order,padde,80 nag,,rs 25 lakh,1,95,High,val,mr_roman-bulk_order-2,synthetic_template
LL01162,"हॅलो सर, लगेज रॅक ची प्राईस लिस्ट पाठवा आजच बोलायचे आहे.",mr,price_query,लगेज रॅक,,,,1,50,Medium,train,mr-price_query-6,synthetic_template
LL01706,"warranty madhe ceiling panel badlun hava aahe, ek mahinyat tutle",mr_roman,complaint,ceiling panel,,,,0,25,Low,val,mr_roman-complaint-5,synthetic_template
LL01584,"dada, amchyakade 40 buses aahet, sarvamadhe music system basvaycha aahe. please call kara lavkar have aahe call kara",mr_roman,bulk_order,music system,40 buses,,,1,85,High,train,mr_roman-bulk_order-3,synthetic_template
LL00367,sir bhai bus seats ka rate kya hai? jaldi reply karo,hinglish,price_query,bus seats,,,,1,50,Medium,train,hinglish-price_query-0,synthetic_template
LL00330,"Free credit card offer, no annual fee. Appyl now.",en,spam,,,,,0,0,Ignore,val,en-spam-7,synthetic_template
LL00085,"quote for 2 units with interior led lighting, budget rs 50000",en,price_query,interior led lighting,2 units,,rs 50000,0,60,Medium,train,en-price_query-8,synthetic_template
LL01062,"अपने बस बिज़नेस के लिए 1 लाख तक का लोन पाएं, कोई डॉक्यूमेंट नहीं। अभी क्लिक करें! कृपया कॉल करें।",hi,spam,,,,,0,0,Ignore,test,hi-spam-7,synthetic_template
LL00411,"mujhe luggage rack ki price janni hai, budget around 3l urgent chahiye",hinglish,price_query,luggage rack,,,3l,1,60,Medium,val,hinglish-price_query-4,synthetic_template
LL00276,Get a perrsonal loan up to 1 lakh in 5 minutes. Clicck the link now!,en,spam,,,,,0,0,Ignore,train,en-spam-0,synthetic_template
LL00270,warranty caim for anti-skid flooring. it broke aftre one month. required by next week. please call me.,en,complaint,anti-skid flooring,,,,1,40,Medium,train,en-complaint-6,synthetic_template
LL01071,"नमस्ते, अपने ट्रैवल बिज़नेस के लिए गारंटीड लीड्स पाएं। सीमित ऑफर, आज ही संपर्क करें। धन्यवाद।",hi,spam,,,,,0,0,Ignore,val,hi-spam-8,synthetic_template
LL01473,please music system che quotation pathva. budget rs 1 lakh aahe dhanyavad,mr_roman,price_query,music system,,,rs 1 lakh,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL00475,"bhai meri travels cmpany bengaluru me hai, 120 sets me ceiling panel lagwana hai. ktina discount milega? dhanyavad",hinglish,bulk_order,ceiling panel,120 sets,bengaluru,,0,75,High,test,hinglish-bulk_order-1,synthetic_template
LL00480,"meri travels company surat me hai, 50 pieces me bus wrap lagwana hai. kitna discount milega",hinglish,bulk_order,bus wrap,50 pieces,surat,,0,75,High,test,hinglish-bulk_order-1,synthetic_template
LL00212,Very poor finish on the PVC flooring. Please fix it immediately. Thank you.,en,complaint,PVC flooring,,,,0,25,Low,train,en-complaint-2,synthetic_template
LL00952,सीलिंग पैनल एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए।,hi,complaint,सीलिंग पैनल,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL00304,"hey, we offer seo and website ranking services. guaranteed first page on google.",en,spam,,,,,0,0,Ignore,train,en-spam-3,synthetic_template
LL00752,कृपया पुशबैक सीट का कोटेशन भेजें। बजट 40 हज़ार है।,hi,price_query,पुशबैक सीट,,,40 हज़ार,0,45,Medium,train,hi-price_query-2,synthetic_template
LL01658,"luggage rack che finishing khup vait aahe, tatkal durust kara dhanyavad",mr_roman,complaint,luggage rack,,,,0,25,Low,test,mr_roman-complaint-2,synthetic_template
LL00910,"हेलो सर, आपने जो रूफ टॉप AC लगाया था वो खराब हो गया है। यह ठीक नहीं है। जल्दी चाहिए। कृपया कॉल करें।",hi,complaint,रूफ टॉप AC,,,,1,40,Medium,train,hi-complaint-0,synthetic_template
LL00542,jo luggage rack aapne lagaya tha wo kharab ho gaya. ye theek nahi hai,hinglish,complaint,luggage rack,,,,0,25,Low,train,hinglish-complaint-0,synthetic_template
LL00019,"hi, can you sare the rate for seat covers? need it for 4 sets.",en,price_query,seat covers,4 sets,,,0,50,Medium,train,en-price_query-1,synthetic_template
LL00632,5 lakh tak personal loan pao 5 minute me. abhi click karo!,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-0,synthetic_template
LL01091,बॉडी पेंट चा रेट काय आहे? कृपया कॉल करा.,mr,price_query,बॉडी पेंट,,,,0,35,Low,train,mr-price_query-0,synthetic_template
LL01377,"नमस्कार, इंस्टाग्राम फॉलोअर्स 50k वाढवा, स्वस्त दर. आत्ताच DM करा",mr,spam,,,,,0,0,Ignore,train,mr-spam-2,synthetic_template
LL01089,बॉडी पेंट चा रेट काय आहे? कृपया कॉल करा,mr,price_query,बॉडी पेंट,,,,0,35,Low,train,mr-price_query-0,synthetic_template
LL00164,"ordering full body paint for 20 buses in thane, please confirm the wholesale rate. need this done this month",en,bulk_order,full body paint,20 buses,thane,,1,90,High,train,en-bulk_order-6,synthetic_template
LL01475,"namaskar, pelase pushback seats che quotation pathva. budet rs 50000 aahe",mr_roman,price_query,pushback seats,,,rs 50000,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL00751,"नमस्ते, कृपया बस रैप का कोटेशन भेजें। बजट 50 हज़ार है।",hi,price_query,बस रैप,,,50 हज़ार,0,45,Medium,train,hi-price_query-2,synthetic_template
LL01247,"250 नग साठी बॉडी पेंट चा घाऊक दर सांगा, एकूण बजेट ₹50 लाख आहे. धन्यवाद",mr,bulk_order,बॉडी पेंट,250 नग,,₹50 लाख,0,80,High,val,mr-bulk_order-5,synthetic_template
LL01096,भोपाळ मध्ये सीट कव्हर बसवायला किती खर्च येईल? कृपया कॉल करा.,mr,price_query,सीट कव्हर,,भोपाळ,,0,40,Medium,train,mr-price_query-1,synthetic_template
LL01439,"हॅलो सर, फ्री क्रेडिट कार्ड ऑफर, वार्षिक शुल्क नाही. आत्ताच अर्ज करा. धन्यवाद.",mr,spam,,,,,0,0,Ignore,train,mr-spam-9,synthetic_template
LL00179,We are a school in Ahmedabad. Need luggage racks for 40 buses. What is the best price? Please call me,en,bulk_order,luggage racks,40 buses,Ahmedabad,,0,75,High,val,en-bulk_order-7,synthetic_template
LL01786,"tumchya travel vyavsayasathi guaranteed leads mila. limited offer, aajach contcat kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-8,synthetic_template
LL01750,crypto madhe invest kara ani 5 divsat paise dupple kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-4,synthetic_template
LL00184,The pushback seats you installed is already damaged. This is unacceptable. Required by next week. Thanks.,en,complaint,pushback seats,,,,1,40,Medium,train,en-complaint-0,synthetic_template
LL00178,we are a shcool in thane. need sleeper berths for 80 seats. what is the best price? please call me.,en,bulk_order,sleeper berths,80 seats,thane,,0,75,High,val,en-bulk_order-7,synthetic_template
